dM,dP,dS,dO,target
-287.5,-78.25,-42,0,1
1512.5,92.25,95.5,-125,0.6666666666666666
912.5,156.25,8.5,-125,0.3333333333333333
-2137.5,-165.75,-190.5,375,0
-287.5,-82.75,86.5,-125,1
1437.5,149.25,6.5,0,0.6666666666666666
937.5,138.25,111.5,0,0.3333333333333333
-2112.5,-185.75,-259.5,200,0
-262.5,-101.75,141.5,-200,1
1437.5,-24.25,-67.75,-87.5,0.6666666666666666
937.5,33.75,121.25,12.5,0.3333333333333333
-2112.5,-60.25,-249.75,12.5,0
-262.5,50.75,196.25,62.5,1
1262.5,179.75,-162,-412.5,0.6666666666666666
662.5,27.75,190,687.5,0.3333333333333333
-1887.5,-273.25,-150,-412.5,0
-37.5,65.75,122,137.5,1
1562.5,22.25,32.75,-75,0.6666666666666666
-237.5,166.25,-33.25,125,0.3333333333333333
-1587.5,-209.75,-144.25,-75,0
262.5,21.25,144.75,25,1
1562.5,21,1.75,-187.5,0.6666666666666666
-237.5,166,447.75,12.5,0.3333333333333333
-1587.5,-210,-417.25,-187.5,0
262.5,23,-32.25,362.5,1
1562.5,-11.75,71.75,-100,0.6666666666666666
-237.5,-11.75,277.75,100,0.3333333333333333
-1587.5,-49.75,-392.25,0,0
262.5,73.25,42.75,0,1
1562.5,-131.25,35,-75,0.6666666666666666
-237.5,93.75,364,25,0.3333333333333333
-1587.5,-40.25,-429,25,0
262.5,77.75,30,25,1
1637.5,-114.25,35.75,450,0.6666666666666666
-462.5,918.75,171.75,-250,0.3333333333333333
-1512.5,-454.25,-383.25,150,0
337.5,-350.25,175.75,-350,1
1762.5,-158.25,136.75,800,0.6666666666666666
-837.5,454.75,-237.25,-500,0.3333333333333333
-1387.5,-257.25,-220.25,100,0
462.5,-39.25,320.75,-400,1
1612.5,-38.25,107.25,362.5,0.6666666666666666
-1387.5,138.75,-433.75,12.5,0.3333333333333333
-1037.5,-101.25,-16.75,62.5,0
812.5,0.75,343.25,-437.5,1
937.5,-118.25,4,737.5,0.6666666666666666
-1162.5,206.75,-410,-112.5,0.3333333333333333
-812.5,-35.25,54,-62.5,0
1037.5,-53.25,352,-562.5,1
1050,131.5,-117.25,150,0.6666666666666666
-1500,-136.5,-283.25,-50,0.3333333333333333
-700,-228.5,85.75,150,0
1150,233.5,314.75,-250,1
0,0,0,0,0.6666666666666666
0,0,0,0,0
0,0,0,0,0.3333333333333333
0,0,0,0,1
0,-54.5,-17.25,0,0.6666666666666666
0,-56.5,73.75,0,0
0,55.5,-17.25,0,0.3333333333333333
0,55.5,-39.25,0,1
0,53,-40,0,0.6666666666666666
0,-32,51,0,0
0,-65,29,0,0.3333333333333333
0,44,-40,0,1
0,49.75,16.25,337.5,0.6666666666666666
0,-41.25,32.25,-112.5,0
0,-81.25,10.25,-112.5,0.3333333333333333
0,72.75,-58.75,-112.5,1
-337.5,-9.5,-56.5,75,0.6666666666666666
112.5,8.5,9.5,-25,0
112.5,-15.5,-12.5,-25,0.3333333333333333
112.5,16.5,59.5,-25,1
-337.5,-71.25,-51,-112.5,0.6666666666666666
112.5,-39.25,-7,-112.5,0
112.5,152.75,-7,-112.5,0.3333333333333333
112.5,-42.25,65,337.5,1
-337.5,-25,80.25,0,0.6666666666666666
112.5,261,-14.75,0,0
112.5,-242,-10.75,0,0.3333333333333333
112.5,6,-54.75,0,1
-337.5,86,99.25,0,0.6666666666666666
112.5,145,-88.75,0,0
112.5,-130,17.25,0,0.3333333333333333
112.5,-101,-27.75,0,1
-337.5,85,46.5,0,0.6666666666666666
112.5,146,-69.5,0,0
112.5,-134,-15.5,0,0.3333333333333333
112.5,-97,38.5,0,1
-337.5,91,18.25,-25,0.6666666666666666
112.5,143,-46.75,75,0
112.5,-127,18.25,-25,0.3333333333333333
112.5,-107,10.25,-25,1
-387.5,-20.75,-84.75,-12.5,0.6666666666666666
62.5,115.25,-7.75,237.5,0
162.5,-20.75,32.25,-112.5,0.3333333333333333
162.5,-73.75,60.25,-112.5,1
-387.5,-15.25,-72.5,-262.5,0.6666666666666666
162.5,-3.25,39.5,887.5,0
262.5,88.75,4.5,-362.5,0.3333333333333333
-37.5,-70.25,28.5,-262.5,1
-387.5,55,-96.75,-250,0.6666666666666666
-437.5,111,3.25,200,0
562.5,-168,92.25,-250,0.3333333333333333
262.5,2,1.25,300,1
-387.5,0.5,-126.75,-25,0.6666666666666666
-437.5,-56.5,-13.75,-25,0
562.5,-3.5,93.25,-25,0.3333333333333333
262.5,59.5,47.25,75,1
-387.5,53.5,-47.75,-25,0.6666666666666666
-437.5,-213.5,-209.75,-25,0
562.5,46.5,140.25,-25,0.3333333333333333
262.5,113.5,117.25,75,1
-387.5,75.75,-70.25,-100,0.6666666666666666
-437.5,-267.25,-232.25,200,0
562.5,-2.25,117.75,-100,0.3333333333333333
262.5,193.75,184.75,0,1
-312.5,-19.75,-42.75,-187.5,0.6666666666666666
-662.5,-121.75,-334.75,262.5,0
637.5,-33.75,145.25,112.5,0.3333333333333333
337.5,175.25,232.25,-187.5,1
-237.5,24.75,-125.75,-25,0.6666666666666666
-587.5,-123.25,-366.75,75,0
412.5,-112.25,215.25,-25,0.3333333333333333
412.5,210.75,277.25,-25,1
-237.5,-93.25,-152,650,0.6666666666666666
-587.5,-9.25,-399,-150,0
412.5,-218.25,211,-250,0.3333333333333333
412.5,320.75,340,-250,1
-212.5,-233,-131.75,650,0.6666666666666666
-562.5,106,-416.75,-150,0
437.5,-327,231.25,-250,0.3333333333333333
337.5,454,317.25,-250,1
-462.5,-172.5,-151.25,-25,0.6666666666666666
-312.5,45.5,-251.25,75,0
687.5,-158.5,234.75,-25,0.3333333333333333
87.5,285.5,167.75,-25,1
-462.5,-179.75,-156.75,-137.5,0.6666666666666666
-312.5,-163.75,-256.75,412.5,0
687.5,-161.75,206.25,-137.5,0.3333333333333333
87.5,505.25,207.25,-137.5,1
-662.5,-287.75,-249,-137.5,0.6666666666666666
-512.5,-295.75,-412,412.5,0
1287.5,-32.75,121,-137.5,0.3333333333333333
-112.5,616.25,540,-137.5,1
-662.5,-143.5,-215.25,-25,0.6666666666666666
-512.5,-159.5,-437.25,75,0
1287.5,118.5,137.75,-25,0.3333333333333333
-112.5,184.5,514.75,-25,1
-662.5,-202.25,-267.75,-250,0.6666666666666666
-512.5,231.75,-278.75,300,0
1287.5,-162.25,153.25,200,0.3333333333333333
-112.5,132.75,393.25,-250,1
-662.5,-187.5,-315,-250,0.6666666666666666
-512.5,271.5,-302,300,0
1287.5,-247.5,90,200,0.3333333333333333
-112.5,163.5,527,-250,1
-887.5,-12,-370,-450,0.6666666666666666
-437.5,217,-229,100,0
1362.5,-306,69,800,0.3333333333333333
-37.5,101,530,-450,1
-1112.5,-117.5,5.75,-175,0.6666666666666666
-212.5,225.5,-340.25,275,0
1587.5,-96.5,-42.25,175,0.3333333333333333
-262.5,-11.5,376.75,-275,1
-1087.5,-174.25,-39.75,87.5,0.6666666666666666
-187.5,397.75,-311.75,187.5,0
1612.5,-352.25,-53.75,87.5,0.3333333333333333
-337.5,128.75,405.25,-362.5,1
-1087.5,-130.75,22.25,275,0.6666666666666666
-187.5,224.25,-380.75,275,0
1612.5,-81.75,-71.75,-275,0.3333333333333333
-337.5,-11.75,430.25,-275,1
-1762.5,249.75,-207.25,-175,0.6666666666666666
37.5,-47.25,-258.25,-175,0
1837.5,-146.25,-18.25,625,0.3333333333333333
-112.5,-56.25,483.75,-275,1
-1537.5,-39.5,-60.75,-25,0.6666666666666666
262.5,-29.5,-329.75,75,0
1162.5,-21.5,-46.75,-25,0.3333333333333333
112.5,90.5,437.25,-25,1
-1537.5,-143.75,-273.75,75,0.6666666666666666
262.5,-138.75,-141.75,-25,0
1162.5,82.25,-46.75,-25,0.3333333333333333
112.5,200.25,462.25,-25,1
-1537.5,-62.25,-260.75,-75,0.6666666666666666
262.5,68.75,-106.75,325,0
1162.5,-62.25,-54.75,-125,0.3333333333333333
112.5,55.75,422.25,-125,1
-1537.5,-57.5,-317.5,37.5,0.6666666666666666
262.5,67.5,-90.5,-12.5,0
1162.5,-62.5,-38.5,-12.5,0.3333333333333333
112.5,52.5,446.5,-12.5,1
-937.5,30.75,-121.75,-200,0.6666666666666666
62.5,127.75,-86.75,200,0
962.5,-145.25,-214.75,250,0.3333333333333333
-87.5,-13.25,423.25,-250,1
-825,279.5,-157.25,-312.5,0.6666666666666666
275,-68.5,28.75,-362.5,0
725,-120.5,-206.25,137.5,0.3333333333333333
-175,-90.5,334.75,537.5,1
-1025,540.25,-272,237.5,0.6666666666666666
75,-247.75,29,-612.5,0
525,-387.75,-169,-712.5,0.3333333333333333
425,95.25,412,1087.5,1
-950,238.25,-91,375,0.6666666666666666
150,2.25,-127,-525,0
300,-364.75,-200,-125,0.3333333333333333
500,124.25,418,275,1
-925,140,-75.25,500,0.6666666666666666
175,27,-111.25,-400,0
225,-316,-184.25,-500,0.3333333333333333
525,149,370.75,400,1
-687.5,-150.25,67.5,-350,0.6666666666666666
412.5,397.75,-102.5,150,0
-37.5,-176.25,-317.5,-400,0.3333333333333333
312.5,-71.25,352.5,600,1
-687.5,-94.5,-25.5,-212.5,0.6666666666666666
412.5,224.5,-126.5,-162.5,0
-37.5,-108.5,37.5,-262.5,0.3333333333333333
312.5,-21.5,114.5,637.5,1
0,0,0,0,1
0,0,0,0,0
0,0,0,0,0.6666666666666666
0,0,0,0,0.3333333333333333
0,39.25,5.5,0,1
0,86.25,5.5,0,0
0,-61.75,5.5,0,0.6666666666666666
0,-63.75,-16.5,0,0.3333333333333333
0,-230.75,29.75,0,1
0,139.25,4.75,0,0
0,-7.75,26.75,0,0.6666666666666666
0,99.25,-61.25,0,0.3333333333333333
0,-259.75,77.5,0,1
0,100.25,-19.5,0,0
0,-29.75,2.5,0,0.6666666666666666
0,189.25,-60.5,0,0.3333333333333333
0,-274.75,78.75,0,1
0,88.25,-67.25,0,0
0,-10.75,3.75,0,0.6666666666666666
0,197.25,-15.25,0,0.3333333333333333
25,-100.25,79.25,-25,1
25,-96.25,-19.75,-25,0
25,154.75,4.25,75,0.6666666666666666
-75,41.75,-63.75,-25,0.3333333333333333
25,-225,73,-25,1
25,-97,-1,-25,0
25,138,-24,75,0.6666666666666666
-75,184,-48,-25,0.3333333333333333
50,-93,127.5,-25,1
50,21,53.5,-25,0
50,15,30.5,75,0.6666666666666666
-150,57,-211.5,-25,0.3333333333333333
50,-64,92,-25,1
50,47,18,-25,0
50,53,-5,75,0.6666666666666666
-150,-36,-105,-25,0.3333333333333333
50,-182,82,-25,1
50,68,-115,-25,0
50,47,54,75,0.6666666666666666
-150,67,-21,-25,0.3333333333333333
50,-210.75,93,-50,1
50,90.25,-73,-50,0
50,27.25,41,50,0.6666666666666666
-150,93.25,-61,50,0.3333333333333333
100,-157,-25.75,0,1
100,-97,-227.75,0,0
0,69,-31.75,0,0.6666666666666666
-200,185,285.25,0,0.3333333333333333
125,-172.75,17.75,337.5,1
25,84.25,-261.25,-362.5,0
25,136.25,-85.25,587.5,0.6666666666666666
-175,-47.75,328.75,-562.5,0.3333333333333333
237.5,-221.75,125.25,-37.5,1
-312.5,256.25,-319.75,-137.5,0
137.5,70.25,-188.75,1112.5,0.6666666666666666
-62.5,-104.75,383.25,-937.5,0.3333333333333333
487.5,-181.75,-14.25,0,1
-162.5,215.25,-349.25,200,0
-512.5,111.25,-171.25,700,0.6666666666666666
187.5,-144.75,534.75,-900,0.3333333333333333
712.5,-166,90.25,312.5,1
-837.5,59,-430.75,-287.5,0
-287.5,227,-229.75,562.5,0.6666666666666666
412.5,-120,570.25,-587.5,0.3333333333333333
837.5,-85.75,86.25,550,1
-712.5,-213.75,-403.75,-350,0
-662.5,230.25,-180.75,150,0.6666666666666666
537.5,69.25,498.25,-350,0.3333333333333333
837.5,-37.25,73.25,-25,1
-712.5,-147.25,-407.75,-25,0
-662.5,74.75,-190.75,75,0.6666666666666666
537.5,109.75,525.25,-25,0.3333333333333333
837.5,-218.5,139.75,400,1
-712.5,178.5,-186.25,0,0
-662.5,49.5,-40.25,100,0.6666666666666666
537.5,-9.5,86.75,-500,0.3333333333333333
962.5,-244.75,229,-337.5,1
-1087.5,21.25,-345,-37.5,0
-537.5,146.25,-60,712.5,0.6666666666666666
662.5,77.25,176,-337.5,0.3333333333333333
1075,-241.5,256.75,-450,1
-975,-11.5,-286.25,-150,0
-875,296.5,-174.25,600,0.6666666666666666
775,-43.5,203.75,0,0.3333333333333333
1212.5,-122.5,281.5,325,1
-937.5,94.5,-341.5,-175,0
-737.5,-40.5,-88.5,225,0.6666666666666666
462.5,68.5,148.5,-375,0.3333333333333333
1212.5,-119.75,429.5,350,1
-937.5,93.25,-273.5,-150,0
-737.5,-40.75,-20.5,150,0.6666666666666666
462.5,67.25,-135.5,-350,0.3333333333333333
1212.5,-53.75,422.5,350,1
-937.5,167.25,-311.5,-50,0
-737.5,-103.75,31.5,150,0.6666666666666666
462.5,-9.75,-142.5,-450,0.3333333333333333
1212.5,-1.5,284.25,650,1
-937.5,202.5,-216.75,-150,0
-737.5,-241.5,53.25,-50,0.6666666666666666
462.5,40.5,-120.75,-450,0.3333333333333333
1212.5,-75.5,306.5,325,1
-937.5,202.5,-203.5,25,0
-737.5,-210.5,35.5,125,0.6666666666666666
462.5,83.5,-138.5,-475,0.3333333333333333
1112.5,-44,284,762.5,1
-737.5,142,-112,-87.5,0
-1037.5,-211,-81,-387.5,0.6666666666666666
662.5,113,-91,-287.5,0.3333333333333333
1137.5,-96.75,295,137.5,1
-712.5,90.25,-272,387.5,0
-1112.5,-59.75,64,-212.5,0.6666666666666666
687.5,66.25,-87,-312.5,0.3333333333333333
1162.5,-98.5,221,50,1
-687.5,53.5,-235,300,0
-1087.5,14.5,95,50,0.6666666666666666
612.5,30.5,-81,-400,0.3333333333333333
825,-148,183.75,-262.5,1
-575,29,-132.25,237.5,0
-975,66,-20.25,187.5,0.6666666666666666
725,53,-31.25,-162.5,0.3333333333333333
825,-55,183.25,-237.5,1
-575,2,-132.75,262.5,0
-975,41,-20.75,212.5,0.6666666666666666
725,12,-29.75,-237.5,0.3333333333333333
937.5,-40.75,138.75,200,1
-462.5,2.25,-146.25,150,0
-862.5,44.25,-8.25,-150,0.6666666666666666
387.5,-5.75,15.75,-200,0.3333333333333333
600,-119.25,-10.25,-75,1
-350,65.75,-295.25,225,0
-750,108.75,-70.25,-75,0.6666666666666666
500,-55.25,375.75,-75,0.3333333333333333
825,-211.75,2.25,450,1
-125,-36.75,-220.75,-150,0
-525,17.25,-82.75,-450,0.6666666666666666
-175,231.25,301.25,150,0.3333333333333333
150,-119.75,-131.75,-75,1
100,80.25,-171.75,225,0
-300,142.25,-95.75,-75,0.6666666666666666
50,-102.75,399.25,-75,0.3333333333333333
150,-111.25,-164,-75,1
100,80.75,-161,225,0
-300,147.75,-85,-75,0.6666666666666666
50,-117.25,410,-75,0.3333333333333333
150,-110.5,-135.25,-150,1
100,65.5,-157.25,450,0
-300,148.5,-81.25,-150,0.6666666666666666
50,-103.5,373.75,-150,0.3333333333333333
175,-100,-131.5,-150,1
125,66,-153.5,450,0
-375,130,-77.5,-150,0.6666666666666666
75,-96,362.5,-150,0.3333333333333333
175,-61.5,-125,-100,1
125,29.5,-87,200,0
-375,100.5,-97,0,0.6666666666666666
75,-68.5,309,-100,0.3333333333333333
200,9.25,-106.25,-75,1
150,-36.75,-93.25,225,0
-450,38.25,-103.25,-75,0.6666666666666666
100,-10.75,302.75,-75,0.3333333333333333
200,-66.25,-106.25,-150,1
150,6.75,-93.25,150,0
-450,158.75,-103.25,-50,0.6666666666666666
100,-99.25,302.75,50,0.3333333333333333
300,-34,-106.25,-75,1
250,32,-93.25,225,0
-450,87,-103.25,-75,0.6666666666666666
-100,-85,302.75,-75,0.3333333333333333
300,24.5,-92.5,-212.5,1
250,-43.5,-79.5,87.5,0
-450,15.5,-89.5,237.5,0.6666666666666666
-100,3.5,261.5,-112.5,0.3333333333333333
300,60.25,-104.75,-137.5,1
250,-14.75,-85.75,162.5,0
-450,-70.75,-58.75,12.5,0.6666666666666666
-100,25.25,249.25,-37.5,0.3333333333333333
300,2.75,-106.75,-137.5,1
250,48.75,-87.75,162.5,0
-450,-7.25,-52.75,12.5,0.6666666666666666
-100,-44.25,247.25,-37.5,0.3333333333333333
300,-37.75,-117,-262.5,1
250,139.25,-42,337.5,0
-450,3.25,-63,87.5,0.6666666666666666
-100,-104.75,222,-162.5,0.3333333333333333
350,-29.75,-131.75,-262.5,1
300,161.25,2.25,337.5,0
-500,-8.75,-77.75,87.5,0.6666666666666666
-150,-122.75,207.25,-162.5,0.3333333333333333
350,-57,-107,-362.5,1
300,190,27,237.5,0
-500,30,-112,387.5,0.6666666666666666
-150,-163,192,-262.5,0.3333333333333333
350,5.5,-94.25,-287.5,1
300,121.5,39.75,312.5,0
-500,-27.5,-150.25,262.5,0.6666666666666666
-150,-99.5,204.75,-287.5,0.3333333333333333
350,0.5,-64.75,-362.5,1
300,116.5,-48.75,237.5,0
-500,-25.5,-120.75,387.5,0.6666666666666666
-150,-91.5,234.25,-262.5,0.3333333333333333
425,102.25,4.5,-162.5,1
75,-15.75,-194.5,237.5,0
-425,-80.75,-113.5,87.5,0.6666666666666666
-75,-5.75,303.5,-162.5,0.3333333333333333
1025,57.5,120.75,-12.5,1
-125,-76.5,-234.25,-12.5,0
-625,-134.5,-144.25,-162.5,0.6666666666666666
-275,153.5,257.75,187.5,0.3333333333333333
1075,103.75,119.75,-337.5,1
25,-12.25,-195.25,-237.5,0
-475,-69.25,-28.25,-87.5,0.6666666666666666
-625,-22.25,103.75,662.5,0.3333333333333333
1700,30.25,225.5,462.5,1
-150,-104.75,-337.5,-337.5,0
-750,-41.75,-6.5,-287.5,0.6666666666666666
-800,116.25,118.5,162.5,0.3333333333333333
1225,43.75,76.75,-187.5,1
275,87.75,-191.25,-87.5,0
-625,-79.25,6.75,-37.5,0.6666666666666666
-875,-52.25,107.75,312.5,0.3333333333333333
1250,29.25,-42.75,-112.5,1
300,94.25,-80.75,-12.5,0
-600,-69.75,86.25,137.5,0.6666666666666666
-950,-53.75,37.25,-12.5,0.3333333333333333
1250,40,-30.25,-162.5,1
300,91,38.75,-62.5,0
-600,-78,30.75,287.5,0.6666666666666666
-950,-53,-39.25,-62.5,0.3333333333333333
1325,14.75,-20.25,-137.5,1
375,75.75,125.75,162.5,0
-825,-26.25,-270.25,12.5,0.6666666666666666
-875,-64.25,164.75,-37.5,0.3333333333333333
1325,48.75,-33.75,-125,1
375,-5.25,112.25,175,0
-825,-4.25,30.25,-125,0.6666666666666666
-875,-39.25,-108.75,75,0.3333333333333333
0,0,0,0,0.6666666666666666
0,0,0,0,1
0,0,0,0,0
0,0,0,0,0.3333333333333333
0,-56,51,0,0.6666666666666666
0,-56,29,0,1
0,56,-40,0,0
0,56,-40,0,0.3333333333333333
0,3.25,70.5,0,0.6666666666666666
0,0.25,-23.5,0,1
0,-1.75,-23.5,0,0
0,-1.75,-23.5,0,0.3333333333333333
0,4.5,122.5,0,0.6666666666666666
0,-10.5,-56.5,0,1
0,6.5,-78.5,0,0
0,-0.5,12.5,0,0.3333333333333333
25,-166.25,123.5,-362.5,0.6666666666666666
25,-177.25,11.5,-362.5,1
-75,289.75,-95.5,187.5,0
25,53.75,-39.5,537.5,0.3333333333333333
275,-320,201.25,-337.5,0.6666666666666666
-625,-30,-204.75,-337.5,1
75,462,-13.75,112.5,0
275,-112,17.25,562.5,0.3333333333333333
500,-58.5,165,-250,0.6666666666666666
-400,9.5,-171,200,1
300,156.5,-19,200,0
-400,-107.5,25,-150,0.3333333333333333
500,-28.5,173.5,-112.5,0.6666666666666666
-400,17.5,-216.5,-112.5,1
300,58.5,9.5,337.5,0
-400,-47.5,33.5,-112.5,0.3333333333333333
500,27.25,180.5,-112.5,0.6666666666666666
-400,75.25,-237.5,-112.5,1
300,1.25,16.5,337.5,0
-400,-103.75,40.5,-112.5,0.3333333333333333
500,-38,173.5,-112.5,0.6666666666666666
-400,10,-216.5,-112.5,1
300,47,9.5,337.5,0
-400,-19,33.5,-112.5,0.3333333333333333
500,-87,93.25,-112.5,0.6666666666666666
-400,-49,-173.75,-112.5,1
300,-16,4.25,337.5,0
-400,152,76.25,-112.5,0.3333333333333333
500,-90,180,-112.5,0.6666666666666666
-400,-50,-131,-112.5,1
300,-26,47,337.5,0
-400,166,-96,-112.5,0.3333333333333333
500,-139,180,0,0.6666666666666666
-400,121,-131,0,1
300,-82,47,0,0
-400,100,-96,0,0.3333333333333333
500,-189.25,172.25,0,0.6666666666666666
-400,290.75,-138.75,0,1
300,-140.25,39.25,0,0
-400,38.75,-72.75,0,0.3333333333333333
500,-201.25,153.25,-50,0.6666666666666666
-400,267.75,-157.75,150,1
300,-76.25,127.25,-50,0
-400,9.75,-122.75,-50,0.3333333333333333
1100,-183.5,177.25,-50,0.6666666666666666
-600,258.5,-141.75,150,1
100,-85.5,23.25,-50,0
-600,10.5,-58.75,-50,0.3333333333333333
1100,-126.5,285.25,-50,0.6666666666666666
-600,201.5,-201.75,150,1
100,-141.5,131.25,-50,0
-600,66.5,-214.75,-50,0.3333333333333333
1100,-127.75,218.5,-162.5,0.6666666666666666
-600,203.25,72.5,37.5,1
100,-139.75,108.5,287.5,0
-600,64.25,-399.5,-162.5,0.3333333333333333
1100,-100.75,282.75,287.5,0.6666666666666666
-600,283.25,8.75,37.5,1
100,-215.75,172.75,-162.5,0
-600,33.25,-464.25,-162.5,0.3333333333333333
1100,-38.75,174.25,75,0.6666666666666666
-600,108.25,63.25,75,1
100,-163.75,151.25,-125,0
-600,94.25,-388.75,-25,0.3333333333333333
1100,-171.25,194.75,-75,0.6666666666666666
-600,256.75,60.75,225,1
100,-172.25,102.75,-75,0
-600,86.75,-358.25,-75,0.3333333333333333
900,-230,171,-75,0.6666666666666666
-500,429,37,125,1
200,-230,79,-75,0
-600,31,-287,25,0.3333333333333333
700,-79,13,-287.5,0.6666666666666666
-400,372,135,462.5,1
300,-416,223,-287.5,0
-600,123,-371,112.5,0.3333333333333333
812.5,100.5,48.5,200,0.6666666666666666
-737.5,163.5,2.5,200,1
412.5,-401.5,90.5,-250,0
-487.5,137.5,-141.5,-150,0.3333333333333333
537.5,347.75,-24.75,187.5,0.6666666666666666
-912.5,-214.25,-29.75,137.5,1
237.5,-340.25,87.25,-162.5,0
137.5,206.75,-32.75,-162.5,0.3333333333333333
-62.5,292.75,-123.25,212.5,0.6666666666666666
-612.5,-231.25,-0.25,-287.5,1
537.5,-476.25,113.75,-687.5,0
137.5,414.75,9.75,762.5,0.3333333333333333
50,368.25,-56.75,950,0.6666666666666666
-500,-171.75,-40.75,-450,1
650,-413.75,67.25,-850,0
-200,217.25,30.25,350,0.3333333333333333
200,-155,-9.25,1075,0.6666666666666666
-250,129,6.75,-225,1
900,-229,114.75,-625,0
-850,255,-112.25,-225,0.3333333333333333
337.5,-5.75,158,962.5,0.6666666666666666
-112.5,167.25,42,-337.5,1
1037.5,-190.75,194,-287.5,0
-1262.5,29.25,-394,-337.5,0.3333333333333333
0,0,0,0,1
0,0,0,0,0.6666666666666666
0,0,0,0,0
0,0,0,0,0.3333333333333333
0,-1,22,0,1
0,113,22,0,0.6666666666666666
0,1,-44,0,0
0,-113,0,0,0.3333333333333333
0,-102.25,62.75,0,1
0,105.75,37.75,0,0.6666666666666666
0,111.75,-72.25,0,0
0,-115.25,-28.25,0,0.3333333333333333
0,-37.5,0,0,1
0,49.5,22,0,0.6666666666666666
0,54.5,-22,0,0
0,-66.5,0,0,0.3333333333333333
0,-62,0,0,1
0,72,22,0,0.6666666666666666
0,33,-22,0,0
0,-43,0,0,0.3333333333333333
0,-118.25,47.75,0,1
0,21.75,-46.25,0,0.6666666666666666
0,200.75,22.75,0,0
0,-104.25,-24.25,0,0.3333333333333333
0,-120.75,90,0,1
0,23.25,-38,0,0.6666666666666666
0,198.25,-60,0,0
0,-100.75,8,0,0.3333333333333333
0,-132.25,73.5,0,1
0,11.75,-7.5,0,0.6666666666666666
0,187.75,-123.5,0,0
0,-67.25,57.5,0,0.3333333333333333
0,-79.75,151.75,0,1
0,66.25,74.75,0,0.6666666666666666
0,26.25,-235.25,0,0
0,-12.75,8.75,0,0.3333333333333333
75,-104.75,157.25,-112.5,1
-225,141.25,55.25,-112.5,0.6666666666666666
75,5.25,-201.75,337.5,0
75,-41.75,-10.75,-112.5,0.3333333333333333
187.5,-49.75,260,0,1
-112.5,97.25,76,0,0.6666666666666666
-262.5,-68.75,-416,0,0
187.5,21.25,80,0,0.3333333333333333
212.5,-67.25,332,-112.5,1
-87.5,64.75,64,-112.5,0.6666666666666666
-337.5,132.75,-394,-112.5,0
212.5,-130.25,-2,337.5,0.3333333333333333
462.5,-57.75,269.75,-112.5,1
-737.5,38.25,-50.25,-112.5,0.6666666666666666
-187.5,29.25,-224.25,-112.5,0
462.5,-9.75,4.75,337.5,0.3333333333333333
462.5,36,239.75,-237.5,1
-737.5,-88,-40.25,262.5,0.6666666666666666
-187.5,-86,-214.25,-237.5,0
462.5,138,14.75,212.5,0.3333333333333333
12.5,-44.5,189.5,-150,1
-287.5,9.5,49.5,-150,0.6666666666666666
262.5,-25.5,-124.5,-100,0
12.5,60.5,-114.5,400,0.3333333333333333
37.5,-39.25,189.5,-150,1
-262.5,12.75,49.5,-150,0.6666666666666666
187.5,-34.25,-124.5,-100,0
37.5,60.75,-114.5,400,0.3333333333333333
62.5,-70.25,225.5,-150,1
-337.5,41.75,-15.5,-150,0.6666666666666666
212.5,12.75,-142.5,-100,0
62.5,15.75,-67.5,400,0.3333333333333333
200,2.25,160.25,-150,1
-200,-6.75,130.25,300,0.6666666666666666
250,63.25,-182.75,-100,0
-250,-58.75,-107.75,-50,0.3333333333333333
200,-91.25,59,-175,1
-200,23.75,164,275,0.6666666666666666
250,47.75,-149,75,0
-250,19.75,-74,-175,0.3333333333333333
75,-68.5,127.75,-350,1
-325,-51.5,185.75,100,0.6666666666666666
-175,67.5,-357.25,-300,0
425,52.5,43.75,550,0.3333333333333333
0,0,0,0,0
0,0,0,0,0.6666666666666666
0,0,0,0,1
0,0,0,0,0.3333333333333333
0,8.5,0,0,0
0,-14.5,44,0,0.6666666666666666
0,9.5,-22,0,1
0,-3.5,-22,0,0.3333333333333333
0,121,-22,0,0
0,-14,22,0,0.6666666666666666
0,-104,-22,0,1
0,-3,22,0,0.3333333333333333
0,57.25,-38.5,0,0
0,-76.75,5.5,0,0.6666666666666666
0,-63.75,5.5,0,1
0,83.25,27.5,0,0.3333333333333333
0,-8.75,-33,0,0
0,-30.75,33,0,0.6666666666666666
0,-10.75,-11,0,1
0,50.25,11,0,0.3333333333333333
0,-11.75,-37,0,0
0,-24.75,51,0,0.6666666666666666
0,-11.75,26,0,1
0,48.25,-40,0,0.3333333333333333
0,-9.25,-37,0,0
0,-25.25,51,0,0.6666666666666666
0,-13.25,26,0,1
0,47.75,-40,0,0.3333333333333333
0,-64.75,-43.75,0,0
0,28.25,22.25,0,0.6666666666666666
0,51.25,90.25,0,1
0,-14.75,-68.75,0,0.3333333333333333
0,-66,-103.5,0,0
0,-86,-62.5,0,0.6666666666666666
0,-62,71.5,0,1
0,214,94.5,0,0.3333333333333333
600,11,-82.5,-25,0
-200,-55,-85.5,75,0.6666666666666666
-200,-117,112.5,-25,1
-200,161,55.5,-25,0.3333333333333333
600,13,-87.25,-25,0
-200,-46,-46.25,75,0.6666666666666666
-200,-114,107.75,-25,1
-200,147,25.75,-25,0.3333333333333333
625,-30.25,-65.25,-25,0
-275,2.75,-68.25,-25,0.6666666666666666
-175,-61.25,69.75,75,1
-175,88.75,63.75,-25,0.3333333333333333
625,-176.5,-71.25,525,0
