dM,dP,dS,dO,target
-100,-88,-39.25,-25,0.6666666666666666
-1500,195,-270.25,75,0
800,62.5,-29.75,-25,1
800,-163.5,323.25,-25,0.3333333333333333
-100,-85.5,-16.75,-25,0.6666666666666666
-1500,186.5,-276.75,75,0
875,62.75,-28,-137.5,1
575,60.75,243,-137.5,0.3333333333333333
-25,-190.25,34,312.5,0.6666666666666666
-1425,66.75,-249,-37.5,0
987.5,79.75,-26.5,-25,1
687.5,9.75,287.5,-25,0.3333333333333333
-362.5,-167.25,-13.5,-25,0.6666666666666666
-1312.5,77.75,-247.5,75,0
987.5,54.75,67.25,-50,1
687.5,36.75,218.25,50,0.3333333333333333
-362.5,-169.25,22.25,-50,0.6666666666666666
-1312.5,77.75,-307.75,50,0
1012.5,22,117.25,-50,1
612.5,-80,147.25,50,0.3333333333333333
-337.5,-94,18.25,50,0.6666666666666666
-1287.5,152,-282.75,-50,0
1037.5,16.5,-56.25,25,1
637.5,164.5,112.75,25,0.3333333333333333
-412.5,-119.5,154.75,25,0.6666666666666666
-1262.5,-61.5,-211.25,-75,0
1287.5,-18.25,93,675,1
-112.5,296.75,-118,-225,0.3333333333333333
-162.5,-173.25,123,-225,0.6666666666666666
-1012.5,-105.25,-98,-225,0
612.5,210.25,63.25,-75,1
112.5,-151.75,-9.75,-75,0.3333333333333333
62.5,45.25,-13.75,225,0.6666666666666666
-787.5,-103.75,-39.75,-75,0
612.5,74.75,-11.25,-287.5,1
112.5,-86.25,8.75,362.5,0.3333333333333333
62.5,33.75,90.75,212.5,0.6666666666666666
-787.5,-22.25,-88.25,-287.5,0
800,5,41.5,-112.5,1
-150,-129,-61.5,337.5,0.3333333333333333
-50,195,10.5,-112.5,0.6666666666666666
-600,-71,9.5,-112.5,0
937.5,280.75,63,0,1
-462.5,-227.25,-126,0,0.3333333333333333
-12.5,106.75,32,0,0.6666666666666666
-462.5,-160.25,31,0,0
1062.5,239.75,103.75,-25,1
-337.5,-73.25,-18.25,75,0.3333333333333333
-387.5,-128.25,-118.25,-25,0.6666666666666666
-337.5,-38.25,32.75,-25,0
1062.5,216.25,8.25,0,1
-337.5,-143.75,-0.75,0,0.3333333333333333
-387.5,23.25,22.25,0,0.6666666666666666
-337.5,-95.75,-29.75,0,0
1062.5,92,-30.5,0,1
-337.5,-34,29.5,0,0.3333333333333333
-387.5,-71,26.5,0,0.6666666666666666
-337.5,13,-25.5,0,0
1062.5,95.5,-14.25,-25,1
-337.5,-36.5,115.75,75,0.3333333333333333
-387.5,-71.5,78.75,-25,0.6666666666666666
-337.5,12.5,-180.25,-25,0
1062.5,45,-70.5,450,1
-337.5,-94,-119.5,-150,0.3333333333333333
-387.5,-129,383.5,-150,0.6666666666666666
-337.5,178,-193.5,-150,0
1062.5,8.75,-28.75,0,1
-337.5,-120.25,-163.75,0,0.3333333333333333
-387.5,-166.25,353.25,0,0.6666666666666666
-337.5,277.75,-160.75,0,0
862.5,-58,22.5,0,1
262.5,-54,-137.5,0,0.3333333333333333
-587.5,-97,249.5,0,0.6666666666666666
-537.5,209,-134.5,0,0
862.5,128.25,4.25,0,1
262.5,-124.75,-115.75,0,0.3333333333333333
-587.5,-167.75,289.25,0,0.6666666666666666
-537.5,164.25,-177.75,0,0
862.5,87,-7,675,1
262.5,-143,-7,-225,0.3333333333333333
-587.5,-188,186,-225,0.6666666666666666
-537.5,244,-172,-225,0
862.5,38.75,118,-450,1
262.5,11.75,-101,450,0.3333333333333333
-587.5,-16.25,55,450,0.6666666666666666
-537.5,-34.25,-72,-450,0
1087.5,-28.75,157,-25,1
487.5,-89.75,-3,-25,0.3333333333333333
-1262.5,-109.75,-180,75,0.6666666666666666
-312.5,228.25,26,-25,0
1087.5,-15.5,141,-25,1
487.5,-139.5,6,-25,0.3333333333333333
-1262.5,-92.5,-157,75,0.6666666666666666
-312.5,247.5,10,-25,0
1212.5,-159,248.75,200,1
612.5,-178,98.75,300,0.3333333333333333
-1637.5,233,-414.25,-200,0.6666666666666666
-187.5,104,66.75,-300,0
1212.5,-4.75,256.75,-25,1
612.5,-12.75,-43.25,-25,0.3333333333333333
-1637.5,-102.75,-288.25,75,0.6666666666666666
-187.5,120.25,74.75,-25,0
1237.5,-115.5,211,325,1
637.5,-89.5,-297,-75,0.3333333333333333
-1712.5,58.5,-131,-75,0.6666666666666666
-162.5,146.5,217,-175,0
0,0,0,0,0
0,0,0,0,0.6666666666666666
0,0,0,0,0.3333333333333333
0,0,0,0,1
0,-9,11,0,0
0,29,33,0,0.6666666666666666
0,-12,-11,0,0.3333333333333333
0,-8,-33,0,1
0,-8.25,-20.5,0,0
0,28.75,45.5,0,0.6666666666666666
0,-13.25,20.5,0,0.3333333333333333
0,-7.25,-45.5,0,1
0,-21.25,49.25,0,0
0,11.75,22.25,0,0.6666666666666666
0,-16.25,-24.75,0,0.3333333333333333
0,25.75,-46.75,0,1
0,-29.75,38.25,0,0
0,4.25,11.25,0,0.6666666666666666
0,-28.75,8.25,0,0.3333333333333333
0,54.25,-57.75,0,1
0,-72.25,93.25,0,0
0,-58.25,47.25,0,0.6666666666666666
0,27.75,-24.75,0,0.3333333333333333
0,102.75,-115.75,0,1
0,-93.75,82.25,150,0
0,-0.75,36.25,-50,0.6666666666666666
0,9.25,-35.75,-50,0.3333333333333333
0,85.25,-82.75,-50,1
0,-67.25,69.5,0,0
0,-59.25,30.5,0,0.6666666666666666
0,26.75,-4.5,0,0.3333333333333333
0,99.75,-95.5,0,1
0,-68.5,9,0,0
0,42.5,50,0,0.6666666666666666
0,28.5,14,0,0.3333333333333333
0,-2.5,-73,0,1
0,-18.75,-14,-75,0
0,54.25,52,-75,0.6666666666666666
0,4.25,58,-75,0.3333333333333333
0,-39.75,-96,225,1
0,-76.25,83,-75,0
0,76.75,27,-75,0.6666666666666666
0,19.75,33,-75,0.3333333333333333
0,-20.25,-143,225,1
0,-75.5,128,0,0
0,73.5,30,0,0.6666666666666666
0,23.5,-86,0,0.3333333333333333
0,-21.5,-72,0,1
0,-155.75,102,75,0
0,-3.75,2,-25,0.6666666666666666
0,83.25,-69,-25,0.3333333333333333
0,76.25,-35,-25,1
25,-127,84.75,50,0
25,14,8.75,-50,0.6666666666666666
25,85,-43.25,50,0.3333333333333333
-75,28,-50.25,-50,1
-25,-168,106,575,0
-25,-16,-8,-225,0.6666666666666666
75,56,-22,-125,0.3333333333333333
-25,128,-76,-225,1
-25,-212.75,54.75,775,0
-25,21.25,-49.25,-325,0.6666666666666666
75,97.25,-10.25,-325,0.3333333333333333
-25,94.25,4.75,-125,1
-550,-155.25,6.5,200,0
250,10.75,27.5,-100,0.6666666666666666
350,89.75,13.5,0,0.3333333333333333
-50,54.75,-47.5,-100,1
-550,-96.25,-79.75,25,0
250,-44.25,56.25,-75,0.6666666666666666
350,33.75,62.25,25,0.3333333333333333
-50,106.75,-38.75,25,1
-550,-92.75,-70.25,387.5,0
250,-39.75,104.75,-162.5,0.6666666666666666
350,37.25,-48.25,-62.5,0.3333333333333333
-50,95.25,13.75,-162.5,1
-550,-36.25,-70.25,-87.5,0
250,-102.25,104.75,-87.5,0.6666666666666666
350,-13.25,-48.25,-87.5,0.3333333333333333
-50,151.75,13.75,262.5,1
-862.5,45.75,-158.25,612.5,0
287.5,-133.25,98.75,-387.5,0.6666666666666666
487.5,-35.25,-11.25,-287.5,0.3333333333333333
87.5,122.75,70.75,62.5,1
-750,27.25,-59,75,0
400,71.25,71,-25,0.6666666666666666
600,-73.75,-14,-25,0.3333333333333333
-250,-24.75,2,-25,1
-950,20.75,-39.5,0,0
1000,90.75,131.5,0,0.6666666666666666
400,-77.25,-21.5,0,0.3333333333333333
-450,-34.25,-70.5,0,1
-950,11.75,-47.5,-250,0
1000,-30.25,105.5,650,0.6666666666666666
400,45.75,64.5,-150,0.3333333333333333
-450,-27.25,-122.5,-250,1
-950,-41,-37.75,200,0
1000,144,72.25,-100,0.6666666666666666
400,-15,31.25,0,0.3333333333333333
-450,-88,-65.75,-100,1
-950,-97.5,-91.25,-25,0
1000,225.5,126.75,-25,0.6666666666666666
400,28.5,19.75,75,0.3333333333333333
-450,-156.5,-55.25,-25,1
-1025,-152.75,-277.5,-25,0
1025,256.25,166.5,-25,0.6666666666666666
425,105.25,103.5,75,0.3333333333333333
-425,-208.75,7.5,-25,1
-1025,30.25,-287.25,200,0
1025,84.25,187.75,-100,0.6666666666666666
425,-76.75,165.75,0,0.3333333333333333
-425,-37.75,-66.25,-100,1
-1250,-162,-121.5,75,0
1100,172,184.5,-25,0.6666666666666666
500,-21,120.5,-25,0.3333333333333333
-350,11,-183.5,-25,1
-1250,-193.5,-183.25,237.5,0
1100,141.5,218.75,-212.5,0.6666666666666666
500,-34.5,113.75,-262.5,0.3333333333333333
-350,86.5,-149.25,237.5,1
-1125,-190,-113.5,-75,0
1225,264,144.5,-175,0.6666666666666666
125,-55,144.5,-75,0.3333333333333333
-225,-19,-175.5,325,1
-1000,-130.5,185.75,-225,0
1350,98.5,58.75,-225,0.6666666666666666
250,-205.5,16.75,675,0.3333333333333333
-600,237.5,-261.25,-225,1
-1000,-127.5,90.75,675,0
1350,91.5,5.75,-225,0.6666666666666666
250,-215.5,47.75,-225,0.3333333333333333
-600,251.5,-144.25,-225,1
-1075,-135.5,88.25,675,0
1375,83.5,-1.75,-225,0.6666666666666666
275,19.5,65.25,-225,0.3333333333333333
-575,32.5,-151.75,-225,1
-1750,-14.75,-416.5,-225,0
1600,120.25,133.5,575,0.6666666666666666
500,-171.75,224.5,-325,0.3333333333333333
-350,66.25,58.5,-25,1
-1600,342.25,-430.5,-187.5,0
950,19.25,109.5,562.5,0.6666666666666666
750,-247.75,222.5,-337.5,0.3333333333333333
-100,-113.75,98.5,-37.5,1
-1487.5,-34.25,-402.75,-337.5,0
1062.5,82.75,12.25,412.5,0.6666666666666666
412.5,128.75,52.25,412.5,0.3333333333333333
12.5,-177.25,338.25,-487.5,1
-1262.5,-27.75,-276.5,-12.5,0
387.5,41.25,-17.5,-162.5,0.6666666666666666
637.5,-74.75,28.5,337.5,0.3333333333333333
237.5,61.25,265.5,-162.5,1
-1012.5,65.25,-155.75,-200,0
637.5,13.25,-8.75,150,0.6666666666666666
387.5,-108.75,37.25,-350,0.3333333333333333
-12.5,30.25,127.25,400,1
-937.5,21,-154,75,0
712.5,87,-33,-25,0.6666666666666666
462.5,-66,58,-25,0.3333333333333333
-237.5,-42,129,-25,1
-862.5,-36.5,-91,-25,0
787.5,106.5,-17,175,0.6666666666666666
237.5,19.5,-18,-125,0.3333333333333333
-162.5,-89.5,126,-25,1
-787.5,-46.25,-62.5,-50,0
862.5,133.75,-27.5,150,0.6666666666666666
12.5,-24.25,-25.5,-50,0.3333333333333333
-87.5,-63.25,115.5,-50,1
-712.5,67,-68,25,0
637.5,17,-78,-75,0.6666666666666666
87.5,-133,-3,25,0.3333333333333333
-12.5,49,149,25,1
-712.5,-91.5,-111,-75,0
637.5,329.5,183,325,0.6666666666666666
87.5,-269.5,-150,-75,0.3333333333333333
-12.5,31.5,78,-175,1
-587.5,52,-141.5,75,0
262.5,6,274.5,-25,0.6666666666666666
212.5,-115,-180.5,-25,0.3333333333333333
112.5,57,47.5,-25,1
-987.5,204.5,-248.5,-175,0
662.5,-32.5,262.5,-275,0.6666666666666666
-187.5,-178.5,-52.5,-175,0.3333333333333333
512.5,6.5,38.5,625,1
-962.5,228.5,-231.25,-237.5,0
687.5,-0.5,424.75,-337.5,0.6666666666666666
-262.5,-145.5,-153.25,-337.5,0.3333333333333333
537.5,-82.5,-40.25,912.5,1
-937.5,144.25,-164,-487.5,0
712.5,145.25,444,-137.5,0.6666666666666666
-337.5,-229.75,-237,-587.5,0.3333333333333333
562.5,-59.75,-43,1212.5,1
-912.5,166.75,-140.75,-537.5,0
737.5,69.75,436.25,-187.5,0.6666666666666666
-412.5,-93.25,-213.75,-437.5,0.3333333333333333
587.5,-143.25,-81.75,1162.5,1
-575,-64.5,-202,-487.5,0
1075,276.5,439,312.5,0.6666666666666666
-75,0.5,-16,312.5,0.3333333333333333
-425,-212.5,-221,-137.5,1
-350,54.5,-146.25,-150,0
400,110.5,105.75,200,0.6666666666666666
150,-71.5,-20.25,-250,0.3333333333333333
-200,-93.5,60.75,200,1
-687.5,402.5,-194,-612.5,0
512.5,4.5,73,237.5,0.6666666666666666
262.5,-212.5,-102,187.5,0.3333333333333333
-87.5,-194.5,223,187.5,1
-687.5,396.75,-163.25,-637.5,0
512.5,-1.25,-21.25,312.5,0.6666666666666666
262.5,-194.25,-69.25,162.5,0.3333333333333333
-87.5,-201.25,253.75,162.5,1
-1062.5,212.75,-433.75,-562.5,0
637.5,59.75,438.25,287.5,0.6666666666666666
387.5,-136.25,-151.75,137.5,0.3333333333333333
37.5,-136.25,147.25,137.5,1
-1062.5,212.5,-385.25,-637.5,0
637.5,61.5,366.75,312.5,0.6666666666666666
387.5,-133.5,-128.25,162.5,0.3333333333333333
37.5,-140.5,146.75,162.5,1
0,0,0,0,0.3333333333333333
0,0,0,0,0
0,0,0,0,0.6666666666666666
0,0,0,0,1
0,-55,-5.5,0,0.3333333333333333
0,55,16.5,0,0
0,57,16.5,0,0.6666666666666666
0,-57,-27.5,0,1
0,-10.75,0,0,0.3333333333333333
0,16.25,22,0,0
0,-23.75,22,0,0.6666666666666666
0,18.25,-44,0,1
0,-79.5,66.5,-25,0.3333333333333333
0,59.5,-7.5,-25,0
0,35.5,-7.5,-25,0.6666666666666666
0,-15.5,-51.5,75,1
225,-22.25,62.5,-25,0.3333333333333333
-225,0.75,-62.5,-25,0
-225,-22.25,11.5,-25,0.6666666666666666
225,43.75,-11.5,75,1
225,-65.5,135.25,-250,0.3333333333333333
-225,395.5,-111.75,-250,0
-225,-94.5,-21.75,650,0.6666666666666666
225,-235.5,-1.75,-150,1
-87.5,-129.5,87.5,-350,0.3333333333333333
-187.5,108.5,-110.5,150,0
-87.5,87.5,-42.5,550,0.6666666666666666
362.5,-66.5,65.5,-350,1
-87.5,-130,58.25,-350,0.3333333333333333
-187.5,106,-119.75,150,0
-87.5,87,-79.75,550,0.6666666666666666
362.5,-63,141.25,-350,1
-87.5,-127.25,35.5,-375,0.3333333333333333
-187.5,102.75,-142.5,125,0
-87.5,89.75,-49.5,525,0.6666666666666666
362.5,-65.25,156.5,-275,1
-87.5,-126,12.5,-375,0.3333333333333333
-187.5,100,-209.5,125,0
-87.5,91,23.5,525,0.6666666666666666
362.5,-65,173.5,-275,1
-87.5,-131.5,31.25,-375,0.3333333333333333
-187.5,93.5,-190.75,125,0
-87.5,77.5,-32.75,525,0.6666666666666666
362.5,-39.5,192.25,-275,1
-12.5,-147.75,19,-150,0.3333333333333333
-112.5,72.25,-154,50,0
-12.5,73.25,-14,450,0.6666666666666666
137.5,2.25,149,-350,1
-237.5,-311.75,21.75,-350,0.3333333333333333
-37.5,34.25,-107.25,150,0
62.5,255.25,-11.25,550,0.6666666666666666
212.5,22.25,96.75,-350,1
-237.5,-290.5,5.25,-350,0.3333333333333333
-37.5,-56.5,-101.75,150,0
62.5,302.5,-5.75,550,0.6666666666666666
212.5,44.5,102.25,-350,1
-237.5,-316.75,104.75,-350,0.3333333333333333
-37.5,-85.75,-140.25,150,0
62.5,266.25,-50.25,550,0.6666666666666666
212.5,136.25,85.75,-350,1
-437.5,-337.5,135.5,-350,0.3333333333333333
-237.5,-236.5,-156.5,150,0
662.5,365.5,-44.5,550,0.6666666666666666
12.5,208.5,65.5,-350,1
-512.5,-217.25,53,-475,0.3333333333333333
-212.5,-348.25,-135,-75,0
687.5,225.75,-67,325,0.6666666666666666
37.5,339.75,149,225,1
-287.5,-486.75,-127.25,-275,0.3333333333333333
12.5,49.25,-63.25,125,0
12.5,-58.75,49.75,-375,0.6666666666666666
262.5,496.25,140.75,525,1
-362.5,-151.5,-158,-737.5,0.3333333333333333
37.5,-64.5,-70,-137.5,0
37.5,-288.5,69,-287.5,0.6666666666666666
287.5,504.5,159,1162.5,1
-25,-47,96.75,-512.5,0.3333333333333333
375,27,-126.25,87.5,0
-525,-232,-73.25,-512.5,0.6666666666666666
175,252,102.75,937.5,1
-25,-43.5,350.75,-375,0.3333333333333333
375,21.5,-184.25,225,0
-525,-221.5,-106.25,-375,0.6666666666666666
175,243.5,-60.25,525,1
-25,139.5,249.75,-150,0.3333333333333333
375,-161.5,-55.25,-50,0
-525,-52.5,-117.25,350,0.6666666666666666
175,74.5,-77.25,-150,1
100,66.5,167.25,-25,0.3333333333333333
500,-123.5,-52.75,75,0
-900,-44.5,-138.75,-25,0.6666666666666666
300,101.5,24.25,-25,1
100,75.25,264,-25,0.3333333333333333
500,-104.75,-85,-25,0
-900,-116.75,-171,75,0.6666666666666666
300,146.25,-8,-25,1
100,51.5,236.75,125,0.3333333333333333
500,-54.5,-68.25,-75,0
-900,-122.5,-198.25,25,0.6666666666666666
300,125.5,29.75,-75,1
150,72,236.75,125,0.3333333333333333
550,-33,-68.25,-75,0
-950,-125,-198.25,25,0.6666666666666666
250,86,29.75,-75,1
150,70.25,36,125,0.3333333333333333
550,-34.75,12,-75,0
-950,-117.75,-118,25,0.6666666666666666
250,82.25,70,-75,1
150,-17.75,34.75,125,0.3333333333333333
550,-1.75,10.75,-75,0
-950,-87.75,-74.25,25,0.6666666666666666
250,107.25,28.75,-75,1
150,-119.5,34.75,100,0.3333333333333333
550,10.5,10.75,-100,0
-950,-70.5,-74.25,0,0.6666666666666666
250,179.5,28.75,0,1
150,-123.25,60.5,150,0.3333333333333333
550,16.75,-4.5,-50,0
-950,-51.25,-89.5,-50,0.6666666666666666
250,157.75,33.5,-50,1
150,-134,81.25,125,0.3333333333333333
550,19,16.25,-75,0
-950,-44,-68.75,25,0.6666666666666666
250,159,-28.75,-75,1
150,-121.75,33.25,125,0.3333333333333333
550,16.25,11.25,-75,0
-950,-40.75,-116.75,25,0.6666666666666666
250,146.25,72.25,-75,1
-50,190.75,300.25,12.5,0.3333333333333333
350,-111.25,-158.75,-187.5,0
-350,-148.25,-174.75,362.5,0.6666666666666666
50,68.75,33.25,-187.5,1
-50,40.75,39,125,0.3333333333333333
350,-53.25,-70,-75,0
-350,-115.25,-66,25,0.6666666666666666
50,127.75,97,-75,1
-50,54.75,67.25,125,0.3333333333333333
350,-175.25,-135.75,-75,0
-350,119.75,-37.75,25,0.6666666666666666
50,0.75,106.25,-75,1
-50,57.5,95,125,0.3333333333333333
350,-184.5,-108,25,0
-350,125.5,-100,-75,0.6666666666666666
50,1.5,113,-75,1
-50,-173.75,33,100,0.3333333333333333
350,-63.75,-79,0,0
-350,117.25,-71,0,0.6666666666666666
50,120.25,117,-100,1
-50,-119.75,-8.25,100,0.3333333333333333
350,-5.75,-79.25,0,0
-350,-50.75,-71.25,0,0.6666666666666666
50,176.25,158.75,-100,1
-50,-78.75,5.5,-175,0.3333333333333333
350,-14.75,-62.5,425,0
-350,225.25,-57.5,25,0.6666666666666666
50,-131.75,114.5,-275,1
175,-38.5,22.5,25,0.3333333333333333
-325,13.5,-188.5,25,0
-125,114.5,7.5,125,0.6666666666666666
275,-89.5,158.5,-175,1
200,26.5,-15,-125,0.3333333333333333
-400,-106.5,-220,75,0
-100,103.5,-3,175,0.6666666666666666
300,-23.5,238,-125,1
200,228,27.25,-175,0.3333333333333333
-400,-132,-249.75,25,0
-100,-51,14.25,325,0.6666666666666666
300,-45,208.25,-175,1
225,201.25,-10.25,-100,0.3333333333333333
-375,-93.75,-223.25,-100,0
-75,-11.75,19.75,500,0.6666666666666666
225,-95.75,213.75,-300,1
150,255.25,-65.75,-175,0.3333333333333333
-350,-85.75,-278.75,-75,0
-50,-79.75,75.25,525,0.6666666666666666
250,-89.75,269.25,-275,1
-50,808.5,-49.25,-600,0.3333333333333333
-550,-424.5,-281.25,-600,0
-250,-187.5,134.75,100,0.6666666666666666
850,-196.5,195.75,1100,1
-50,770,-63.75,-550,0.3333333333333333
-550,-338,-284.75,-550,0
-250,-328,141.25,-150,0.6666666666666666
850,-104,207.25,1250,1
50,281.5,-57.25,-300,0.3333333333333333
-450,-160.5,-127.25,-300,0
-250,-182.5,102.75,0,0.6666666666666666
650,61.5,81.75,600,1
50,202.75,-35.5,-450,0.3333333333333333
-450,-362.25,-139.5,-350,0
-250,-38.25,124.5,350,0.6666666666666666
650,197.75,50.5,450,1
50,256,-206.75,-425,0.3333333333333333
-450,-309,-266.75,-325,0
-250,37,-2.75,275,0.6666666666666666
650,16,476.25,475,1
500,442.25,-126.5,-450,0.3333333333333333
0,-122.75,-240.5,-350,0
-700,-152.75,-10.5,350,0.6666666666666666
200,-166.75,377.5,450,1
500,441.25,-96.5,-450,0.3333333333333333
0,-123.75,-244.5,-350,0
-700,-145.75,19.5,350,0.6666666666666666
200,-171.75,321.5,450,1
500,348,-88.75,-325,0.3333333333333333
0,-94,-236.75,-225,0
-700,-112,27.25,-25,0.6666666666666666
200,-142,298.25,575,1
187.5,426.25,-122.5,-450,0.3333333333333333
137.5,-119.75,-191.5,-350,0
-662.5,-152.75,3.5,-150,0.6666666666666666
337.5,-153.75,310.5,950,1
187.5,428.5,-117.75,-450,0.3333333333333333
137.5,-117.5,-139.75,-350,0
-662.5,-151.5,-147.75,-150,0.6666666666666666
337.5,-159.5,405.25,950,1
187.5,-7.5,-53.5,-100,0.3333333333333333
137.5,18.5,-175.5,0,0
-662.5,-6.5,-263.5,200,0.6666666666666666
337.5,-4.5,492.5,-100,1
187.5,108.25,-64.25,-75,0.3333333333333333
137.5,-100.75,-186.25,-75,0
-662.5,4.25,-231.25,225,0.6666666666666666
337.5,-11.75,481.75,-75,1
262.5,55.5,49.75,-350,0.3333333333333333
212.5,73.5,-275.25,150,0
-887.5,-41.5,-85.25,-350,0.6666666666666666
412.5,-87.5,310.75,550,1
0,0,0,0,0.6666666666666666
0,0,0,0,0.3333333333333333
0,0,0,0,0
0,0,0,0,1
0,-54.5,-17.25,0,0.6666666666666666
0,-56.5,73.75,0,0.3333333333333333
0,55.5,-17.25,0,0
0,55.5,-39.25,0,1
0,58.5,-10.25,0,0.6666666666666666
0,-55.5,55.75,0,0.3333333333333333
0,-57.5,-10.25,0,0
0,54.5,-35.25,0,1
0,108.25,-4.75,0,0.6666666666666666
0,-127.75,39.25,0,0.3333333333333333
0,-120.75,-26.75,0,0
0,140.25,-7.75,0,1
0,90.5,-36,0,0.6666666666666666
0,-99.5,8,0,0.3333333333333333
0,-126.5,-8,0,0
0,135.5,36,0,1
0,92.25,11,0,0.6666666666666666
0,-98.75,8,0,0.3333333333333333
0,-125.75,-11,0,0
0,132.25,-8,0,1
0,147.5,-6.25,0,0.6666666666666666
0,-19.5,15.75,0,0.3333333333333333
0,-196.5,-6.25,0,0
0,68.5,-3.25,0,1
0,34.5,-22,0,0.6666666666666666
0,91.5,0,0,0.3333333333333333
0,-82.5,-22,0,0
0,-43.5,44,0,1
0,34,-58.25,0,0.6666666666666666
0,89,-16.25,0,0.3333333333333333
0,-78,2.75,0,0
0,-45,71.75,0,1
0,38.5,0.75,0,0.6666666666666666
0,90.5,-67.25,0,0.3333333333333333
0,-85.5,-23.25,0,0
0,-43.5,89.75,0,1
0,91.25,11.75,0,0.6666666666666666
0,22.25,-56.25,0,0.3333333333333333
0,-148.75,-56.25,0,0
0,35.25,100.75,0,1
0,75.25,28.25,0,0.6666666666666666
0,36.25,-15.75,0,0.3333333333333333
0,-138.75,-84.75,0,0
0,27.25,72.25,0,1
0,86.75,45.5,-125,0.6666666666666666
0,47.75,-67.5,-125,0.3333333333333333
0,-169.25,-67.5,375,0
0,34.75,89.5,-125,1
0,118.75,49.5,0,0.6666666666666666
0,66.75,-37.5,0,0.3333333333333333
0,-126.25,-84.5,0,0
0,-59.25,72.5,0,1
0,41.75,-40.25,0,0.6666666666666666
0,162.75,-37.25,0,0.3333333333333333
0,-67.25,-40.25,0,0
0,-137.25,117.75,0,1
0,26,6.25,0,0.6666666666666666
0,105,6.25,0,0.3333333333333333
0,-43,-81.75,0,0
0,-88,69.25,0,1
150,-29.5,27.75,0,0.6666666666666666
150,174.5,27.75,0,0.3333333333333333
-150,-49.5,-104.25,0,0
-150,-95.5,48.75,0,1
262.5,26.75,59.5,-112.5,0.6666666666666666
-187.5,118.75,-72.5,-112.5,0.3333333333333333
-37.5,-106.25,-1.5,337.5,0
-37.5,-39.25,14.5,-112.5,1
375,36.5,83.25,0,0.6666666666666666
-75,122.5,18.25,0,0.3333333333333333
-375,-112.5,-72.75,0,0
75,-46.5,-28.75,0,1
375,-12.5,57,0,0.6666666666666666
-75,62.5,-8,0,0.3333333333333333
-375,-171.5,-121,0,0
75,121.5,72,0,1
375,-17.75,52.5,-25,0.6666666666666666
-75,59.25,-12.5,75,0.3333333333333333
-375,-152.75,-147.5,-25,0
75,111.25,107.5,-25,1
375,-8.75,54.75,0,0.6666666666666666
-75,49.25,-25.25,0,0.3333333333333333
-375,-162.75,-101.25,0,0
75,122.25,71.75,0,1
175,-127.25,11,0,0.6666666666666666
525,171.75,87,0,0.3333333333333333
-575,-271.25,-192,0,0
-125,226.75,94,0,1
200,-130.5,11,-25,0.6666666666666666
550,166.5,87,-25,0.3333333333333333
-650,-275.5,-192,75,0
-100,239.5,94,-25,1
225,-112,22,0,0.6666666666666666
575,170,98,0,0.3333333333333333
-725,-284,-225,0,0
-75,226,105,0,1
25,-181.5,60.25,-112.5,0.6666666666666666
1175,125.5,113.25,-112.5,0.3333333333333333
-925,-103.5,-192.75,-112.5,0
-275,159.5,19.25,337.5,1
162.5,-281,64.5,-575,0.6666666666666666
1312.5,225,252.5,325,0.3333333333333333
-1337.5,-4,-290.5,-75,0
-137.5,60,-26.5,325,1
612.5,16.5,156.5,-450,0.6666666666666666
862.5,270.5,155.5,450,0.3333333333333333
-1787.5,-183.5,-490.5,-450,0
312.5,-103.5,178.5,450,1
837.5,212,171.5,-225,0.6666666666666666
1087.5,-36,249.5,675,0.3333333333333333
-1562.5,-5,-376.5,-225,0
-362.5,-171,-44.5,-225,1
837.5,252.75,138.25,0,0.6666666666666666
1087.5,20.75,126.25,0,0.3333333333333333
-1562.5,-164.25,-288.75,0,0
-362.5,-109.25,24.25,0,1
712.5,37,126,-200,0.6666666666666666
962.5,59,127,600,0.3333333333333333
-1987.5,27,-257,-200,0
312.5,-123,4,-200,1
1337.5,334.5,218,-450,0.6666666666666666
787.5,105.5,52,1350,0.3333333333333333
-2262.5,-148.5,-444,-450,0
137.5,-291.5,174,-450,1
1937.5,83.25,189.5,25,0.6666666666666666
587.5,26.25,113.5,525,0.3333333333333333
-2462.5,18.25,-426.5,-275,0
-62.5,-127.75,123.5,-275,1
1825,81,240,112.5,0.6666666666666666
775,32,203,462.5,0.3333333333333333
-2275,22,-454,-337.5,0
-325,-135,11,-237.5,1
1487.5,67.75,171,-225,0.6666666666666666
887.5,32.75,220,575,0.3333333333333333
-2162.5,23.75,-389,-225,0
-212.5,-124.25,-2,-125,1
1487.5,8,181,-200,0.6666666666666666
887.5,-14,209,600,0.3333333333333333
-2162.5,-137,-324,-200,0
-212.5,143,-66,-200,1
1487.5,6.75,172.5,-25,0.6666666666666666
887.5,-4.25,198.5,-25,0.3333333333333333
-2162.5,77.75,-292.5,-25,0
-212.5,-80.25,-78.5,75,1
1512.5,1.25,184.25,-75,0.6666666666666666
912.5,-13.75,168.25,-75,0.3333333333333333
-2137.5,66.25,-280.75,-75,0
-287.5,-53.75,-71.75,225,1
1512.5,33.25,118.5,-150,0.6666666666666666
912.5,-31.75,123.5,-150,0.3333333333333333
-2137.5,11.25,-197.5,-150,0
-287.5,-12.75,-44.5,450,1
1512.5,-26.25,111,0,0.6666666666666666
912.5,33.75,101,0,0.3333333333333333
-2137.5,70.75,-170,0,0
